student.id,student.gender_desc,student.age,student_permAddress.zone_type,student_originSchool.gpa,student_originSchool.isITESM,student.isForeign,student.isFirstGeneration,student_admission_test.score,student_admission_test_disc.dominance_score,student_admission_test_disc.influence_score,student_admission_test_disc.steadiness_score,student_admission_test_disc.conscientiousness_score,student_admission_test_valuesIndex.aesthetic_score,student_admission_test_valuesIndex.economic_score,student_admission_test_valuesIndex.individualistic_score,student_admission_test_valuesIndex.political_score,student_admission_test_valuesIndex.altruistic_score,student_admission_test_valuesIndex.regulatory_score,student_admission_test_valuesIndex.theoretical_score,student_admission_socialProject.type,student_admission_socialProject.scope,student_admission_cv.sports_level,student_admission_cv.cultural_level,student_admission_cv.student_level,student_admission_cv.community_level,student_admission_cv.leadership_level,student_admission_cv.work_level,student_admission_cv.academic_level,student_admission_cv.international_level,student.cohort_id,student.isTec21,term.desc,term.type_desc,mainCampus.region_code,program.school_desc,program.major_id,student.fte,student.term_gpa,student.term_gpa_program,student.status_academic_desc,student.isGraduated,graduation_year
1019,Male,1,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2016AD,Semester,RM,EIC,IMT,0.92,91.2,89.7,7,0,2019JM
1019,Male,1,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2017JM,Semester,RM,EIC,IMT,0.92,90.7,89.9,7,0,2019JM
1019,Male,1,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2017JJ,Summer,RM,EIC,IMT,0.17,100.0,90.1,7,0,2019JM
1019,Male,1,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2017AD,Semester,RM,EIC,IMT,1.0,91.0,90.0,7,0,2019JM
1019,Male,2,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2018JM,Semester,RM,EIC,IMT,0.83,95.2,90.8,7,0,2019JM
1019,Male,2,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2018AD,Semester,RM,EIC,IMT,1.08,95.7,91.1,7,0,2019JM
1019,Male,2,0,95.0,1,1,-1,1467,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2014,0,2019JM,Semester,RM,EIC,IMT,0.38,100.0,91.5,7,1,2019JM
1038,Female,0,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2018AD,Semester,RN,EIC,IBQ,1.08,89.2,89.2,7,0,-1
1038,Female,0,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2019JM,Semester,RN,EIC,IBQ,1.0,75.3,82.3,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2019JJ,Summer,RN,EIC,IBQ,0.33,78.0,81.6,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2019AD,Semester,RN,EIC,IBQ,1.0,85.8,81.2,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2020JF,Winter,RN,EIC,IBQ,0.33,75.0,81.2,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2020FJ,Semester,RN,EIC,IIS,1.0,89.0,83.4,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2020MA,Summer,RN,EIC,IIS,0.33,92.5,83.6,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2020AD,Semester,RN,EIC,IIS,0.83,82.4,83.4,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2021FJ,Semester,RN,EIC,IIS,1.08,91.1,84.7,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2021AD,Semester,RN,EIC,IIS,1.0,87.3,85.0,7,0,-1
1038,Female,1,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2022FJ,Semester,RN,EIC,IIS,0.75,87.7,85.3,7,0,-1
1038,Female,2,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2022AD,Semester,RN,EIC,IIS,1.0,92.3,86.0,7,0,-1
1038,Female,2,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2023JF,Winter,RN,EIC,IIS,0.33,94.5,86.1,7,0,-1
1038,Female,2,2,99.0,0,1,-1,1426,49,81,46,53,55,31,18,53,51,61,83,Technology development or research,3,2,3,2,2,2,2,2,1,2018,0,2023FJ,Semester,RN,EIC,IIS,1.0,88.0,86.5,7,0,-1
1056,Male,0,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2018AD,Semester,RM,EN,LAE,1.0,99.4,99.4,7,0,2023FJ
1056,Male,0,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2019JM,Semester,RM,EN,LAE,1.08,98.3,98.8,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2019AD,Semester,RM,EN,LAE,1.0,98.5,98.9,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2020JF,Winter,RM,EN,LAE,0.33,98.0,98.8,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2020FJ,Semester,RM,EN,LAE,1.0,98.8,98.8,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2020AD,Semester,RM,EN,LAE,1.0,99.7,98.9,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2021FJ,Semester,RM,EN,LAE,1.0,99.8,99.1,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2021MA,Summer,RM,EN,LAE,0.17,100.0,99.1,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2021AD,Semester,RM,EN,LAE,1.0,99.5,99.1,7,0,2023FJ
1056,Male,1,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2022FJ,Semester,RM,EN,LAE,1.0,98.5,99.2,7,0,2023FJ
1056,Male,2,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2022AD,Semester,RM,EN,LAE,0.83,98.6,99.1,7,0,2023FJ
1056,Male,2,0,96.0,0,0,0,1527,25,99,63,53,58,24,55,40,75,36,65,Social impact project,4,2,2,4,4,4,2,4,3,2018,0,2023FJ,Semester,RM,EN,LAE,0.38,100.0,99.1,7,1,2023FJ
1059,Female,0,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2015AD,Semester,RO,EIC,IBN,1.08,88.2,88.2,7,0,2019AD
1059,Female,0,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2016JM,Semester,RO,EIC,IBN,1.0,85.4,86.9,7,0,2019AD
1059,Female,0,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2016JJ,Summer,RO,EIC,IBN,0.33,96.5,88.4,7,0,2019AD
1059,Female,0,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2016AD,Semester,RO,EIC,IBN,1.0,86.8,87.9,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2017JM,Semester,RO,EIC,IBN,1.08,88.9,88.2,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2017AD,Semester,RO,EIC,IBN,1.08,89.4,88.4,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2018JM,Semester,RO,EIC,IBN,1.08,86.0,88.1,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2018JJ,Summer,RO,EIC,IBN,0.33,56.5,86.5,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2018AD,Semester,RO,EIC,IBN,1.08,92.7,87.3,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2019JM,Semester,RO,EIC,IBN,1.0,86.7,87.2,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2019JJ,Summer,RO,EIC,IBN,0.33,91.5,87.4,7,0,2019AD
1059,Female,1,2,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2015,0,2019AD,Semester,RO,EIC,IBN,1.21,93.8,88.2,7,1,2019AD
1069,Male,0,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2017AD,Semester,RCMX,EIC,IBT,1.08,90.3,90.3,7,0,2021AD
1069,Male,0,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2018JM,Semester,RCMX,EIC,IBT,1.0,87.5,89.0,7,0,2021AD
1069,Male,0,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2018JJ,Summer,RCMX,EIC,IBT,0.17,89.0,89.0,7,0,2021AD
1069,Male,0,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2018AD,Semester,RCMX,EIC,IQA,1.0,85.2,87.9,7,0,2021AD
1069,Male,0,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2019JM,Semester,RCMX,EIC,IQA,1.0,90.3,88.4,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2019AD,Semester,RCMX,EIC,IQA,1.08,92.9,89.4,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2020FJ,Semester,RCMX,EIC,IQA,1.08,89.7,89.4,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2020MA,Summer,RCMX,EIC,IQA,0.17,91.0,89.5,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2020AD,Semester,RCMX,EIC,IQA,1.0,93.3,90.0,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2021FJ,Semester,RCMX,EIC,IQA,1.08,93.0,90.4,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2021MA,Summer,RCMX,EIC,IQA,0.17,100.0,90.5,7,0,2021AD
1069,Male,1,0,94.1,0,0,0,1529,25,67,53,88,66,15,35,21,85,41,86,Social impact project,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,Does not apply,2017,0,2021AD,Semester,RCMX,EIC,IQA,0.71,94.8,91.0,7,1,2021AD
